Titulo;ISSN;eISSN;Categorias;Indices;Citacoes;JIF_2025;QuartilMelhor;Quartis
Social Psychology;18649335;21512590;PSYCHOLOGY, SOCIAL;SSCI;1256;1.2;Q4;Q4
Social Text;01642472;15271951;CULTURAL STUDIES;ESCI;2642;1.2;Q1;Q1
SOLA;13496476;13496476;METEOROLOGY & ATMOSPHERIC SCIENCES;SCIE;1147;1.2;Q4;Q4
South African Family Practice;20786190;20786204;MEDICINE, GENERAL & INTERNAL;ESCI;988;1.2;Q2;Q2
South African Journal of Economic and Management Sciences;10158812;22223436;ECONOMICS | MANAGEMENT;SSCI;791;1.2;Q3;Q3 | Q4
Southern African Journal of Critical Care;15628264;2078676X;CRITICAL CARE MEDICINE;ESCI;188;1.2;Q4;Q4
Southern African Journal of Infectious Diseases;23120053;23131810;INFECTIOUS DISEASES;ESCI;380;1.2;Q4;Q4
Southern Forests-A Journal of Forest Science;20702620;20702639;FORESTRY;SCIE;616;1.2;Q3;Q3
Space and Culture;12063312;15528308;CULTURAL STUDIES | GEOGRAPHY;AHCI, SSCI | SSCI;1078;1.2;Q1;Q1 | Q3
State Politics & Policy Quarterly;15324400;19461607;POLITICAL SCIENCE;SSCI;838;1.2;Q3;Q3
STATISTICA SINICA;10170405;19968507;STATISTICS & PROBABILITY;SCIE;4207;1.2;Q3;Q3
STOCHASTIC PROCESSES AND THEIR APPLICATIONS;03044149;1879209X;STATISTICS & PROBABILITY;SCIE;6692;1.2;Q3;Q3
Studies in Business and Economics;18424120;23445416;ECONOMICS;ESCI;427;1.2;Q3;Q3
Studies in Graduate and Postdoctoral Education;23984686;23984694;EDUCATION & EDUCATIONAL RESEARCH;ESCI;358;1.2;Q3;Q3
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS;10811826;15583708;ECONOMICS | SOCIAL SCIENCES, MATHEMATICAL METHODS;SSCI;607;1.2;Q3;Q3
STUDIES IN PHILOSOPHY AND EDUCATION;00393746;1573191X;EDUCATION & EDUCATIONAL RESEARCH | PHILOSOPHY;AHCI | SSCI;1048;1.2;Q3;Q3
Subterranean Biology;17681448;13142615;ZOOLOGY;SCIE;331;1.2;Q3;Q3
Surgery in Practice and Science;26662620;26662620;SURGERY;ESCI;275;1.2;Q3;Q3
SYDOWIA;00820598;N/A;MYCOLOGY;SCIE;892;1.2;Q4;Q4
TEACHING SOCIOLOGY;0092055X;1939862X;EDUCATION & EDUCATIONAL RESEARCH | SOCIOLOGY;SSCI;861;1.2;Q3;Q3
Tekstilec;03513386;23503696;MATERIALS SCIENCE, TEXTILES;ESCI;247;1.2;Q3;Q3
Tel Aviv-Journal of the Institute of Archaeology of Tel Aviv University;03344355;20404786;ARCHAEOLOGY;AHCI;374;1.2;N/A;N/A
Teoria de la Educacion;11303743;23865660;EDUCATION & EDUCATIONAL RESEARCH;ESCI;258;1.2;Q3;Q3
Theory and Practice of Legislation;20508840;20508859;LAW;ESCI;283;1.2;Q2;Q2
Therapeutic Advances in Gastrointestinal Endoscopy;26317745;26317745;GASTROENTEROLOGY & HEPATOLOGY;ESCI;162;1.2;Q4;Q4
TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING;00292001;08077096;MEDICINE, GENERAL & INTERNAL;ESCI;1328;1.2;Q2;Q2
TIME & SOCIETY;0961463X;14617463;SOCIAL SCIENCES, INTERDISCIPLINARY;SSCI;1369;1.2;Q2;Q2
Topics in Companion Animal Medicine;19389736;19469837;VETERINARY SCIENCES;SCIE;1030;1.2;Q3;Q3
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY;02772248;10290486;ENVIRONMENTAL SCIENCES | TOXICOLOGY;SCIE;1732;1.2;Q4;Q4
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING;00202967;17459192;ELECTROCHEMISTRY | MATERIALS SCIENCE, COATINGS & FILMS | METALLURGY & METALLURGICAL ENGINEERING;SCIE;1087;1.2;Q3;Q3 | Q4
TRANSFUSION AND APHERESIS SCIENCE;14730502;18781683;HEMATOLOGY;SCIE;2582;1.2;Q4;Q4
Translator;13556509;17570409;COMMUNICATION | LANGUAGE & LINGUISTICS | LINGUISTICS;AHCI | SSCI;833;1.2;Q2;Q2 | Q3
Transport and Telecommunication Journal;14076160;14076179;TRANSPORTATION SCIENCE & TECHNOLOGY;ESCI;327;1.2;Q4;Q4
Tribology Online;18812198;18812198;ENGINEERING, MECHANICAL;ESCI;598;1.2;Q4;Q4
Tropical Life Sciences Research;19853718;21804249;BIOLOGY;ESCI;644;1.2;Q3;Q3
Turkish Journal of Anaesthesiology and Reanimation;N/A;26676370;ANESTHESIOLOGY;ESCI;727;1.2;Q3;Q3
ULTRASTRUCTURAL PATHOLOGY;01913123;15210758;MICROSCOPY | PATHOLOGY;SCIE;980;1.2;Q4;Q4
Urbano;07173997;07183607;REGIONAL & URBAN PLANNING;ESCI;115;1.2;Q4;Q4
UROLOGIA INTERNATIONALIS;00421138;14230399;UROLOGY & NEPHROLOGY;SCIE;3241;1.2;Q4;Q4
Vascular Specialist International;22887970;22887989;PERIPHERAL VASCULAR DISEASE | SURGERY;ESCI;339;1.2;Q3;Q3 | Q4
Vavilovskii Zhurnal Genetiki i Selektsii;25000462;25003259;AGRICULTURE, MULTIDISCIPLINARY;ESCI;849;1.2;Q3;Q3
VETERINARY RADIOLOGY & ULTRASOUND;10588183;17408261;VETERINARY SCIENCES;SCIE;3474;1.2;Q3;Q3
WILLIAM AND MARY QUARTERLY;00435597;19337698;HISTORY;AHCI;1865;1.2;Q1;Q1
WOMEN & THERAPY;02703149;15410315;PSYCHOLOGY, MULTIDISCIPLINARY | WOMENS STUDIES;SSCI;746;1.2;Q3;Q3
Womens Health Nursing;30227666;30228247;NURSING;ESCI;53;1.2;Q3;Q3
World Englishes;08832919;1467971X;LANGUAGE & LINGUISTICS | LINGUISTICS;AHCI | SSCI;1664;1.2;Q2;Q2
World Journal of Radiology;19498470;19498470;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;ESCI;1394;1.2;Q4;Q4
World Rabbit Science;12575011;19898886;AGRICULTURE, DAIRY & ANIMAL SCIENCE;SCIE;619;1.2;Q3;Q3
Young;11033088;17413222;SOCIAL SCIENCES, INTERDISCIPLINARY | SOCIOLOGY;SSCI;750;1.2;Q2;Q2 | Q3
Zebrafish;15458547;15578542;DEVELOPMENTAL BIOLOGY | ZOOLOGY;SCIE;1719;1.2;Q3;Q3 | Q4
ZEITSCHRIFT FUR RHEUMATOLOGIE;03401855;14351250;RHEUMATOLOGY;SCIE;1127;1.2;Q4;Q4
Accounting Perspectives;1911382X;19113838;BUSINESS, FINANCE;ESCI;366;1.1;Q3;Q3
ACCREDITATION AND QUALITY ASSURANCE;09491775;14320517;CHEMISTRY, ANALYTICAL | INSTRUMENTS & INSTRUMENTATION;SCIE;897;1.1;Q4;Q4
ACI STRUCTURAL JOURNAL;08893241;19447361;CONSTRUCTION & BUILDING TECHNOLOGY | ENGINEERING, CIVIL | MATERIALS SCIENCE, MULTIDISCIPLINARY;SCIE;8311;1.1;Q4;Q4
ACM Transactions on Computational Logic;15293785;1557945X;COMPUTER SCIENCE, THEORY & METHODS | LOGIC;SCIE;613;1.1;Q1;Q1 | Q3
Acta Botanica Mexicana;N/A;24487589;PLANT SCIENCES;SCIE;798;1.1;Q3;Q3
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY;20532296;20532296;CHEMISTRY, MULTIDISCIPLINARY | CRYSTALLOGRAPHY;SCIE;10643;1.1;Q3;Q3 | Q4
Acta Crystallographica Section F-Structural Biology Communications;N/A;2053230X;BIOCHEMICAL RESEARCH METHODS | BIOCHEMISTRY & MOLECULAR BIOLOGY | BIOPHYSICS | CRYSTALLOGRAPHY;SCIE;1791;1.1;Q3;Q3 | Q4
ACTA NEUROLOGICA SCANDINAVICA;00016314;16000404;CLINICAL NEUROLOGY;SCIE;7072;1.1;Q4;Q4
ACTA SOCIETATIS BOTANICORUM POLONIAE;00016977;20839480;PLANT SCIENCES;SCIE;975;1.1;Q3;Q3
ACTA VIROLOGICA;0001723X;13362305;VIROLOGY;SCIE;920;1.1;Q4;Q4
ACTA ZOOLOGICA;00017272;14636395;ANATOMY & MORPHOLOGY | ZOOLOGY;SCIE;1288;1.1;Q3;Q3
Adoption Quarterly;10926755;1544452X;SOCIAL WORK;ESCI;471;1.1;Q3;Q3
Advanced Biomedical Research;22779175;22779175;MEDICINE, RESEARCH & EXPERIMENTAL;ESCI;2087;1.1;Q4;Q4
Advances in Accounting;08826110;10465715;BUSINESS, FINANCE;ESCI;940;1.1;Q3;Q3
ADVANCES IN COMPLEX SYSTEMS;02195259;17936802;MATHEMATICS, INTERDISCIPLINARY APPLICATIONS | MULTIDISCIPLINARY SCIENCES;SCIE;551;1.1;Q3;Q3
African Archaeological Review;02630338;15729842;ANTHROPOLOGY | ARCHAEOLOGY;AHCI | SSCI;832;1.1;Q2;Q2
AFRICAN JOURNAL OF MARINE SCIENCE;1814232X;18142338;MARINE & FRESHWATER BIOLOGY;SCIE;1136;1.1;Q3;Q3
African Security Review;10246029;21540128;INTERNATIONAL RELATIONS;ESCI;454;1.1;Q3;Q3
Ageing International;01635158;1936606X;GERONTOLOGY;ESCI;1012;1.1;Q4;Q4
Agua y Territorio;23407743;23407743;WATER RESOURCES;ESCI;222;1.1;Q4;Q4
AIMS Geosciences;24712132;24712132;GEOSCIENCES, MULTIDISCIPLINARY;ESCI;375;1.1;Q4;Q4
Alergologia Polska-Polish Journal of Allergology;23533854;23533854;ALLERGY;ESCI;156;1.1;Q4;Q4
Algebraic Combinatorics;25895486;25895486;MATHEMATICS;ESCI;402;1.1;Q2;Q2
Algebraic Geometry;23131691;22142584;MATHEMATICS;SCIE;447;1.1;Q2;Q2
AMERICAN BUSINESS LAW JOURNAL;00027766;17441714;BUSINESS | LAW;SSCI;308;1.1;Q2;Q2 | Q4
AMERICAN JOURNAL OF DENTISTRY;08948275;N/A;DENTISTRY, ORAL SURGERY & MEDICINE;SCIE;1740;1.1;Q4;Q4
AMERICAN JOURNAL OF EVALUATION;10982140;15570878;SOCIAL SCIENCES, INTERDISCIPLINARY;SSCI;2336;1.1;Q2;Q2
AMERICAN JOURNAL OF MEDICAL QUALITY;10628606;1555824X;HEALTH CARE SCIENCES & SERVICES;SCIE;1402;1.1;Q4;Q4
AMERICAS;00031615;15336247;HISTORY;AHCI, SSCI;1360;1.1;Q1;Q1
AMPHIBIAN & REPTILE CONSERVATION;1083446X;15259153;ZOOLOGY;SCIE;314;1.1;Q3;Q3
Anaesthesia Reports;N/A;26373726;ANESTHESIOLOGY;ESCI;234;1.1;Q3;Q3
Anaesthesiologie;27316858;27316866;ANESTHESIOLOGY;SCIE;1388;1.1;Q3;Q3
Anales del Sistema Sanitario De Navarra;11376627;23403527;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;SCIE, SSCI;496;1.1;Q4;Q4
Anatomy & Cell Biology;20933665;20933673;ANATOMY & MORPHOLOGY;ESCI;1172;1.1;Q3;Q3
ANIMAL SCIENCE PAPERS AND REPORTS;08604037;23008342;AGRICULTURE, DAIRY & ANIMAL SCIENCE;SCIE;447;1.1;Q3;Q3
ANNALS OF CLINICAL BIOCHEMISTRY;00045632;17581001;MEDICAL LABORATORY TECHNOLOGY;SCIE;3545;1.1;Q4;Q4
Annals of Finance;16142446;16142454;BUSINESS, FINANCE;ESCI;318;1.1;Q3;Q3
Anthropological Theory;14634996;17412641;ANTHROPOLOGY;SSCI;1345;1.1;Q2;Q2
APPLIED BIOCHEMISTRY AND MICROBIOLOGY;00036838;16083024;BIOTECHNOLOGY & APPLIED MICROBIOLOGY | MICROBIOLOGY;SCIE;2094;1.1;Q4;Q4
Archives of Acoustics;01375075;2300262X;ACOUSTICS;SCIE;687;1.1;Q4;Q4
Ardeola-International Journal of Ornithology;05707358;23410825;ORNITHOLOGY;SCIE;546;1.1;Q3;Q3
ARO-The Scientific Journal of Koya University;2307549X;24109355;MULTIDISCIPLINARY SCIENCES;ESCI;316;1.1;Q3;Q3
Arts and the Market;20564945;20564953;BUSINESS;ESCI;128;1.1;Q4;Q4
Asian Journal of Comparative Politics;20578911;2057892X;POLITICAL SCIENCE;ESCI;378;1.1;Q3;Q3
Asian Journal of Endoscopic Surgery;17585902;17585910;ORTHOPEDICS;ESCI;1224;1.1;Q4;Q4
Asian Pacific Journal of Reproduction;23050500;23050519;REPRODUCTIVE BIOLOGY;ESCI;539;1.1;Q4;Q4
Asian Perspectives-The Journal of Archaeology for Asia and the Pacific;00668435;15358283;ARCHAEOLOGY;AHCI;454;1.1;N/A;N/A
Asian Studies Review;10357823;14678403;AREA STUDIES | ASIAN STUDIES | CULTURAL STUDIES;AHCI | AHCI, SSCI | SSCI;916;1.1;Q2;Q2
Asian-Pacific Economic Literature;08189935;14678411;ECONOMICS;SSCI;242;1.1;Q3;Q3
Australian Feminist Law Journal;13200968;22040064;LAW;ESCI;291;1.1;Q2;Q2
AUSTRALIAN JOURNAL OF CHEMISTRY;00049425;14450038;CHEMISTRY, MULTIDISCIPLINARY;SCIE;3440;1.1;Q4;Q4
Australian Journal of Learning Difficulties;19404158;19404166;EDUCATION, SPECIAL;ESCI;291;1.1;Q4;Q4
BALTIC FORESTRY;13921355;13921355;FORESTRY;SCIE;495;1.1;Q3;Q3
Baltica;00673064;1648858X;GEOLOGY;SCIE;242;1.1;Q2;Q2
BASIC AND APPLIED SOCIAL PSYCHOLOGY;01973533;15324834;PSYCHOLOGY, SOCIAL;SSCI;2708;1.1;Q4;Q4
Basic and Clinical Neuroscience;2008126X;22287442;NEUROSCIENCES;ESCI;1147;1.1;Q4;Q4
Behavior and Social Issues;10649506;23766786;PSYCHOLOGY, MULTIDISCIPLINARY;ESCI;434;1.1;Q3;Q3
BELGIAN JOURNAL OF ZOOLOGY;07776276;22950451;ZOOLOGY;SCIE;458;1.1;Q3;Q3
BIOCONTROL SCIENCE AND TECHNOLOGY;09583157;13600478;BIOTECHNOLOGY & APPLIED MICROBIOLOGY | ENTOMOLOGY;SCIE;3214;1.1;Q3;Q3 | Q4
BIOLOGICAL BULLETIN;00063185;19398697;BIOLOGY | MARINE & FRESHWATER BIOLOGY;SCIE;4378;1.1;Q3;Q3
BOIS ET FORETS DES TROPIQUES;0006579X;17775760;FORESTRY;SCIE;431;1.1;Q3;Q3
Botanical Sciences;20074298;20074476;PLANT SCIENCES;SCIE;1119;1.1;Q3;Q3
Brazilian Journal of Geology;23174889;23174692;GEOSCIENCES, MULTIDISCIPLINARY;SCIE;763;1.1;Q4;Q4
British Journal of Religious Education;01416200;17407931;EDUCATION & EDUCATIONAL RESEARCH | RELIGION;AHCI | SSCI;677;1.1;Q3;Q3
BULLETIN DU CANCER;00074551;17696917;ONCOLOGY;SCIE;1573;1.1;Q4;Q4
Bulletin of the Mineral Research and Exploration;00264563;00264563;GEOSCIENCES, MULTIDISCIPLINARY;ESCI;387;1.1;Q4;Q4
Bulletin of the Polish Academy of Sciences-Technical Sciences;02397528;23001917;ENGINEERING, MULTIDISCIPLINARY;SCIE;1549;1.1;Q3;Q3
CANADIAN GEOGRAPHIES-GEOGRAPHIES CANADIENNES;00083658;15410064;GEOGRAPHY;SSCI;1626;1.1;Q3;Q3
CANADIAN JOURNAL OF AFRICAN STUDIES;00083968;19233051;AREA STUDIES;ESCI;472;1.1;Q2;Q2
CANADIAN JOURNAL OF ANIMAL SCIENCE;00083984;19181825;AGRICULTURE, DAIRY & ANIMAL SCIENCE;SCIE;2727;1.1;Q3;Q3
Canadian Journal of Urology;11959479;14885581;UROLOGY & NEPHROLOGY;SCIE;1122;1.1;Q4;Q4
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE;N/A;19289022;VETERINARY SCIENCES;SCIE;1516;1.1;Q3;Q3
Canadian Slavonic Papers;00085006;23752475;ETHNIC STUDIES;ESCI;282;1.1;Q3;Q3
Cardiogenetics;20358253;20358148;CARDIAC & CARDIOVASCULAR SYSTEMS;ESCI;90;1.1;Q4;Q4
Celebrity Studies;19392397;19392400;CULTURAL STUDIES;AHCI, SSCI;892;1.1;Q2;Q2
CELLULOSE CHEMISTRY AND TECHNOLOGY;05769787;05769787;MATERIALS SCIENCE, PAPER & WOOD;SCIE;1627;1.1;Q3;Q3
CHEMISTRY LETTERS;03667022;13480715;CHEMISTRY, MULTIDISCIPLINARY;SCIE;9438;1.1;Q4;Q4
CHEMISTRY OF NATURAL COMPOUNDS;00093130;15738388;CHEMISTRY, MEDICINAL | CHEMISTRY, ORGANIC;SCIE;4365;1.1;Q3;Q3 | Q4
Chemistry Teacher International;N/A;25693263;EDUCATION, SCIENTIFIC DISCIPLINES;ESCI;444;1.1;Q3;Q3
Child Care in Practice;13575279;1476489X;FAMILY STUDIES | SOCIAL WORK;ESCI;787;1.1;Q3;Q3
China Journal of Social Work;17525098;17525101;SOCIAL WORK;ESCI;185;1.1;Q3;Q3
China Surface Engineering;10079289;10079289;MATERIALS SCIENCE, COATINGS & FILMS;ESCI;816;1.1;Q4;Q4
Chinese Space Science and Technology;1000758X;1000758X;ENGINEERING, AEROSPACE;ESCI;549;1.1;Q4;Q4
Chirurgia;12219118;1842368X;SURGERY;ESCI;840;1.1;Q3;Q3
CIENCIA FLORESTAL;01039954;19805098;FORESTRY;SCIE;1131;1.1;Q3;Q3
CIENCIAS MARINAS;01853880;N/A;MARINE & FRESHWATER BIOLOGY;SCIE;777;1.1;Q3;Q3
Clinical Epileptology;2948104X;29481058;CLINICAL NEUROLOGY;ESCI;131;1.1;Q4;Q4
CLINICAL LINGUISTICS & PHONETICS;02699206;14645076;AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY | LINGUISTICS | REHABILITATION;SCIE | SCIE, SSCI | SSCI;2084;1.1;Q2;Q2 | Q3 | Q4
Clinical Practice in Pediatric Psychology;21694826;21694834;PSYCHOLOGY, CLINICAL | PSYCHOLOGY, DEVELOPMENTAL;ESCI;589;1.1;Q4;Q4
CLINICAL SOCIAL WORK JOURNAL;00911674;15733343;SOCIAL WORK;SSCI;1534;1.1;Q3;Q3
Communications in Information Literacy;19335954;19335954;INFORMATION SCIENCE & LIBRARY SCIENCE;ESCI;319;1.1;Q3;Q3
COMPTES RENDUS MECANIQUE;16310721;18737234;MECHANICS;SCIE;1843;1.1;Q4;Q4
Computer Optics;01342452;24126179;OPTICS;ESCI;836;1.1;Q4;Q4
CONTRIBUTIONS TO PLASMA PHYSICS;08631042;15213986;PHYSICS, FLUIDS & PLASMAS;SCIE;1800;1.1;Q4;Q4
Critical Finance Review;21645744;21645760;BUSINESS, FINANCE;ESCI;474;1.1;Q3;Q3
CRITIQUE OF ANTHROPOLOGY;0308275X;14603721;ANTHROPOLOGY;SSCI;881;1.1;Q2;Q2
CSIAM Transactions on Applied Mathematics;27080560;27080579;MATHEMATICS, APPLIED;ESCI;226;1.1;Q3;Q3
Cuadernos de Prehistoria y Arqueologia-Universidad Autonoma de Madrid;02111608;02111608;ARCHAEOLOGY;ESCI;289;1.1;N/A;N/A
Current Hypertension Reviews;15734021;18756506;PERIPHERAL VASCULAR DISEASE;ESCI;522;1.1;Q4;Q4
Current Medical Imaging;15734056;18756603;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;SCIE;1778;1.1;Q4;Q4
Current Organocatalysis;22133372;22133380;CHEMISTRY, PHYSICAL;ESCI;220;1.1;Q4;Q4
Current Physical Medicine and Rehabilitation Reports;N/A;21674833;REHABILITATION;ESCI;673;1.1;Q4;Q4
Current Treatment Options in Cardiovascular Medicine;10928464;15343189;CARDIAC & CARDIOVASCULAR SYSTEMS;ESCI;1109;1.1;Q4;Q4
Danish Medical Journal;N/A;22451919;MEDICINE, GENERAL & INTERNAL;SCIE;1499;1.1;Q3;Q3
Diabetology International;21901678;21901686;ENDOCRINOLOGY & METABOLISM;ESCI;1005;1.1;Q4;Q4
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS;10780947;15535231;MATHEMATICS | MATHEMATICS, APPLIED;SCIE;6033;1.1;Q2;Q2 | Q3
DISCRETE APPLIED MATHEMATICS;0166218X;18726771;MATHEMATICS, APPLIED;SCIE;8339;1.1;Q3;Q3
DISCRETE MATHEMATICS;0012365X;1872681X;MATHEMATICS;SCIE;10016;1.1;Q2;Q2
Dissertationes Mathematicae;00123862;17306310;MATHEMATICS;SCIE;346;1.1;Q2;Q2
DISTRIBUTED AND PARALLEL DATABASES;09268782;15737578;COMPUTER SCIENCE, INFORMATION SYSTEMS | COMPUTER SCIENCE, THEORY & METHODS;SCIE;344;1.1;Q3;Q3 | Q4
DOKLADY PHYSICAL CHEMISTRY;00125016;16083121;CHEMISTRY, PHYSICAL;SCIE;384;1.1;Q4;Q4
Dynamics;N/A;26738716;PHYSICS, MULTIDISCIPLINARY;ESCI;182;1.1;Q3;Q3
Earthquakes and Structures;20927614;20927622;ENGINEERING, CIVIL | ENGINEERING, GEOLOGICAL;SCIE;1565;1.1;Q4;Q4
East Asian Journal on Applied Mathematics;20797362;20797370;MATHEMATICS, APPLIED;SCIE;423;1.1;Q3;Q3
Eco mont-Journal on Protected Mountain Areas Research;2073106X;20731558;BIODIVERSITY CONSERVATION | ECOLOGY;SCIE;191;1.1;Q4;Q4
ECONOMIC AND SOCIAL REVIEW;00129984;00129984;ECONOMICS | SOCIOLOGY;SSCI;368;1.1;Q3;Q3
Economic Computation and Economic Cybernetics Studies and Research;0424267X;18423264;ECONOMICS | MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;SCIE | SSCI;640;1.1;Q3;Q3
Economics & Philosophy;02662671;14740028;ECONOMICS | ETHICS;SSCI;806;1.1;Q3;Q3
Economics of Energy & Environmental Policy;21605882;21605890;ECONOMICS | ENVIRONMENTAL STUDIES;SSCI;416;1.1;Q3;Q3 | Q4
Education Policy Analysis Archives;N/A;10682341;EDUCATION & EDUCATIONAL RESEARCH;ESCI;2052;1.1;Q3;Q3
Egyptian Rheumatology and Rehabilitation;1110161X;20903235;RHEUMATOLOGY;ESCI;360;1.1;Q4;Q4
Einstein-Sao Paulo;16794508;23176385;MEDICINE, GENERAL & INTERNAL;ESCI;1651;1.1;Q3;Q3
Electronic Journal of General Medicine;25163507;25163507;MEDICINE, GENERAL & INTERNAL;ESCI;526;1.1;Q3;Q3
ELECTRONIC JOURNAL OF PROBABILITY;10836489;10836489;STATISTICS & PROBABILITY;SCIE;2907;1.1;Q3;Q3
Elektronika Ir Elektrotechnika;13921215;13921215;ENGINEERING, ELECTRICAL & ELECTRONIC;SCIE;839;1.1;Q4;Q4
Emergency and Critical Care Medicine;20970617;2693860X;CRITICAL CARE MEDICINE | EMERGENCY MEDICINE;ESCI;122;1.1;Q3;Q3 | Q4
Enfermeria Clinica;11308621;15792013;NURSING;ESCI;1304;1.1;Q3;Q3
Engineering Journal-Thailand;01258281;01258281;ENGINEERING, MULTIDISCIPLINARY;ESCI;1030;1.1;Q3;Q3
Engineering Transactions;0867888X;24508071;ENGINEERING, MECHANICAL | MECHANICS;ESCI;257;1.1;Q4;Q4
Epidemiologia e Servicos de Saude;16794974;22379622;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;ESCI;2129;1.1;Q4;Q4
EQUINE VETERINARY EDUCATION;09577734;20423292;VETERINARY SCIENCES;SCIE;2102;1.1;Q3;Q3
ERDE;00139998;00139998;GEOGRAPHY | GEOGRAPHY, PHYSICAL | GEOSCIENCES, MULTIDISCIPLINARY;SCIE | SSCI;314;1.1;Q3;Q3 | Q4
Ergonomics in Design;10648046;21695083;ERGONOMICS;ESCI;310;1.1;Q4;Q4
Estonian Journal of Archaeology;14062933;17367484;ARCHAEOLOGY;AHCI;103;1.1;N/A;N/A
ETHOLOGY ECOLOGY & EVOLUTION;03949370;18287131;BEHAVIORAL SCIENCES | ZOOLOGY;SCIE;1209;1.1;Q3;Q3 | Q4
EUROPEAN JOURNAL OF CANCER CARE;09615423;13652354;HEALTH CARE SCIENCES & SERVICES | NURSING | ONCOLOGY | REHABILITATION;SCIE | SCIE, SSCI;5014;1.1;Q3;Q3 | Q4
EUROPEAN JOURNAL OF COMBINATORICS;01956698;10959971;MATHEMATICS;SCIE;3401;1.1;Q2;Q2
European Journal of Health Psychology;25128442;25128450;PSYCHOLOGY, CLINICAL;SSCI;266;1.1;Q4;Q4
European Journal of Inflammation;1721727X;20587392;IMMUNOLOGY;SCIE;649;1.1;Q4;Q4
EUROPEAN JOURNAL OF MASS SPECTROMETRY;14690667;17516838;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL | SPECTROSCOPY;SCIE;576;1.1;Q4;Q4
European Labour Law Journal;20319525;23995556;LAW;ESCI;321;1.1;Q2;Q2
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE;11629088;11629088;PSYCHOLOGY, APPLIED;SSCI;1005;1.1;Q4;Q4
European Social Work Research;N/A;27551768;SOCIAL WORK;ESCI;76;1.1;Q3;Q3
European Transport-Trasporti Europei;18253997;18253997;TRANSPORTATION;ESCI;403;1.1;Q4;Q4
Evolutionary Behavioral Sciences;23302925;23302933;BEHAVIORAL SCIENCES | PSYCHOLOGY;ESCI;449;1.1;Q4;Q4
Family Journal;10664807;15523950;FAMILY STUDIES;ESCI;1498;1.1;Q3;Q3
Fashion Practice-The Journal of Design Creative Process & the Fashion Industry;17569370;17569389;HUMANITIES, MULTIDISCIPLINARY;AHCI;438;1.1;N/A;N/A
Feminist Theory;14647001;17412773;WOMENS STUDIES;SSCI;1674;1.1;Q3;Q3
Fixed Point Theory;15835022;20669208;MATHEMATICS | MATHEMATICS, APPLIED;SCIE;704;1.1;Q2;Q2 | Q3
Foresight and STI Governance;1995459X;25002597;ECONOMICS | MANAGEMENT;ESCI;332;1.1;Q3;Q3 | Q4
Forestist;26024039;13096257;FORESTRY;ESCI;208;1.1;Q3;Q3
FORMAL ASPECTS OF COMPUTING;09345043;1433299X;COMPUTER SCIENCE, SOFTWARE ENGINEERING;SCIE;502;1.1;Q4;Q4
Forum-A Journal of Applied Research in Contemporary Politics;21946183;15408884;POLITICAL SCIENCE;SSCI;445;1.1;Q3;Q3
FOUNDATIONS OF PHYSICS;00159018;15729516;PHYSICS, MULTIDISCIPLINARY;SCIE;2815;1.1;Q3;Q3
Frontiers of Oral and Maxillofacial Medicine;N/A;2664777X;DENTISTRY, ORAL SURGERY & MEDICINE;ESCI;225;1.1;Q4;Q4
Future Cardiology;14796678;17448298;CARDIAC & CARDIOVASCULAR SYSTEMS;ESCI;1243;1.1;Q4;Q4
GAMES AND ECONOMIC BEHAVIOR;08998256;10902473;ECONOMICS;SSCI;5699;1.1;Q3;Q3
Gastrointestinal Tumors;22963774;22963766;GASTROENTEROLOGY & HEPATOLOGY;ESCI;223;1.1;Q4;Q4
Gazi University Journal of Science;21471762;21471762;MULTIDISCIPLINARY SCIENCES;ESCI;1009;1.1;Q3;Q3
Geneva Risk and Insurance Review;1554964X;15549658;BUSINESS, FINANCE | ECONOMICS;SSCI;181;1.1;Q3;Q3
Geofizicheskiy Zhurnal-Geophysical Journal;02033100;25241052;GEOCHEMISTRY & GEOPHYSICS;ESCI;411;1.1;Q4;Q4
GEOLOGICAL QUARTERLY;16417291;20825099;GEOLOGY;SCIE;1291;1.1;Q2;Q2
Geomatics and Environmental Engineering;18981135;23007095;ENGINEERING, ENVIRONMENTAL | GEOGRAPHY, PHYSICAL;ESCI;191;1.1;Q4;Q4
GEOSCIENCE CANADA;03150941;19114850;GEOSCIENCES, MULTIDISCIPLINARY;SCIE;713;1.1;Q4;Q4
